"","Gene_name","Description","log2FC_male-female","q-value"
"2549","NUCB2","Nucleobindin-2",-0.167730226462215,0.447645991610453
"2550","RBM20","RNA-binding protein 20",-0.168294544811957,0.261161558671333
"2551","CAMK2G","Calcium/calmodulin-dependent protein kinase type II subunit gamma",-0.169214666545797,0.108062363834118
"2552","GLUL","Glutamine synthetase",-0.169458418177962,0.375451225287377
"2553","SIPA1","Signal-induced proliferation-associated protein 1",-0.169555694610763,0.537259264864721
"2554","DPYSL3","Dihydropyrimidinase-related protein 3",-0.169852217568412,0.586659942848303
"2555","SART3","Squamous cell carcinoma antigen recognized by T-cells 3",-0.169935398436934,0.419101352236636
"2556","MYBPC1","Myosin-binding protein C, slow-type",-0.171237192350947,0.113999630777317
"2557","APOH","Beta-2-glycoprotein 1",-0.171296125287629,0.304801319527287
"2558","NMT1","Glycylpeptide N-tetradecanoyltransferase 1",-0.171650402020767,0.451485625362237
"2559","CNPY2","Protein canopy homolog 2",-0.171777991383861,0.261516230990101
"2560","ZNFX1","NFX1-type zinc finger-containing protein 1",-0.172040096804126,0.586659942848303
"2561","EIF2B3","Translation initiation factor eIF-2B subunit gamma",-0.17233358658668,0.302906423356352
"2562","GMPR2","GMP reductase 2",-0.172571880921076,0.380291857151029
"2563","SUMO2","Small ubiquitin-related modifier 2",-0.17340832161547,0.290685837833267
"2564","UACA","Uveal autoantigen with coiled-coil domains and ankyrin repeats",-0.174516784256783,0.280134076295716
"2565","USP13","Ubiquitin carboxyl-terminal hydrolase 13",-0.176250298842863,0.380291857151029
"2566","TPD52L1","Tumor protein D53",-0.178500632137984,0.370203842949303
"2567","GOLPH3","Golgi phosphoprotein 3",-0.179226415644518,0.134869352790837
"2568","TTLL12","Tubulin--tyrosine ligase-like protein 12",-0.179239827734168,0.11565385305119
"2569","TECR","Very-long-chain enoyl-CoA reductase",-0.179271238769189,0.386654989599756
"2570","CLU","Clusterin",-0.179440438903928,0.281331616004852
"2571","SRGAP3","SLIT-ROBO Rho GTPase-activating protein 3",-0.179960206960214,0.459600290652784
"2572","DCTPP1","dCTP pyrophosphatase 1",-0.180483688876672,0.120138320721563
"2573","CAPZA2","F-actin-capping protein subunit alpha-2",-0.180957510984495,0.0375232100853515
"2574","PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase",-0.180997524579016,0.157967704878343
"2575","HS1BP3","HCLS1-binding protein 3",-0.181343646635327,0.302906423356352
"2576","MYL3","Myosin light chain 3",-0.182788388744878,0.626924520883643
"2577","ABRAXAS2","BRISC complex subunit Abraxas 2",-0.183022532476276,0.195562310219171
"2578","ATP2A1","Sarcoplasmic/endoplasmic reticulum calcium ATPase 1",-0.18343572697199,0.592606903804535
"2579","VDAC3","Voltage-dependent anion-selective channel protein 3",-0.184294556676385,0.361750373546728
"2580","TMEM182","Transmembrane protein 182",-0.184493671701324,0.404066021069232
"2581","AGPAT3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",-0.185370786622778,0.347938890762905
"2582","PSMA4","Proteasome subunit alpha type-4",-0.185398099482997,0.195693780615749
"2583","TMEM256","Transmembrane protein 256",-0.185477162992369,0.453385102456297
"2584","SLC16A1","Monocarboxylate transporter 1",-0.185695111950226,0.160014234183248
"2585","ARL8A","ADP-ribosylation factor-like protein 8A",-0.18594367657035,0.364990287856843
"2586","HARS2","Histidine--tRNA ligase, mitochondrial",-0.186239668578828,0.265478293533947
"2587","PPTC7","Protein phosphatase PTC7 homolog",-0.187077553802489,0.383514469734822
"2588","STT3B","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B",-0.187460384587487,0.272404150991907
"2589","AP2A1","AP-2 complex subunit alpha-1",-0.187691458482,0.234220161124535
"2590","DCXR","L-xylulose reductase",-0.188195456839466,0.368693867644874
"2591","AK6","Adenylate kinase isoenzyme 6",-0.189039611611884,0.379247584935492
"2592","RASA4","Ras GTPase-activating protein 4",-0.190039287252732,0.346791508715602
"2593","HYI","Putative hydroxypyruvate isomerase",-0.190585260776375,0.183536798795301
"2594","RPIA","Ribose-5-phosphate isomerase",-0.191366936320964,0.159405527315729
"2595","APOC1","Apolipoprotein C-I",-0.191945277320498,0.419101352236636
"2596","PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2",-0.192090830102188,0.39469837375925
"2597","POLR2B","DNA-directed RNA polymerase II subunit RPB2",-0.192282777395839,0.399870727450053
"2598","TMED1","Transmembrane emp24 domain-containing protein 1",-0.192566134407336,0.483735774174466
"2599","RPA2","Replication protein A 32 kDa subunit",-0.19275802110797,0.213288040075867
"2600","PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit",-0.19404020992658,0.111550468015042
"2601","NID1","Nidogen-1",-0.19422925491758,0.0507600992256925
"2602","IGKV4-1","Immunoglobulin kappa variable 4-1",-0.194290735406895,0.50322382474883
"2603","FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9",-0.194306357556208,0.428715810355913
"2604","TPRKB","EKC/KEOPS complex subunit TPRKB",-0.195055574682931,0.277671308124249
"2605","PLIN2","Perilipin-2",-0.195796380051327,0.368003637043089
"2606","MTRR","Methionine synthase reductase",-0.195942314731871,0.207457906471969
"2607","RBP4","Retinol-binding protein 4",-0.196090635673116,0.261420767114245
"2608","TMX2","Thioredoxin-related transmembrane protein 2",-0.196437320910558,0.253830515707326
"2609","MYLK3","Myosin light chain kinase 3",-0.197111811940809,0.383514469734822
"2610","RANGAP1","Ran GTPase-activating protein 1",-0.197693679058942,0.427921076078588
"2611","MESD","LRP chaperone MESD",-0.198315239573189,0.484273221972785
"2612","VTN","Vitronectin",-0.199374633335257,0.225683714342401
"2613","NOL6","Nucleolar protein 6",-0.199454808115377,0.439942810655147
"2614","PXN","Paxillin",-0.199678762769491,0.377816116417016
"2615","IVD","Isovaleryl-CoA dehydrogenase, mitochondrial",-0.200619473062158,0.208725856230502
"2616","RPL18","60S ribosomal protein L18",-0.200869253832167,0.277671308124249
"2617","PLGRKT","Plasminogen receptor (KT)",-0.201061979762493,0.387398766798108
"2618","LAMC1","Laminin subunit gamma-1",-0.201066312650335,0.0930798173980233
"2619","CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",-0.202264542775527,0.404066021069232
"2620","DBNL","Drebrin-like protein",-0.203081730555734,0.51208385510182
"2621","CBX1","Chromobox protein homolog 1",-0.203359149634924,0.363319305676365
"2622","DYNLL2","Dynein light chain 2, cytoplasmic",-0.203359174802848,0.225603323820573
"2623","ALG5","Dolichyl-phosphate beta-glucosyltransferase",-0.203365977134649,0.435826100989248
"2624","XPO7","Exportin-7",-0.204319635557512,0.38933124876351
"2625","AP2S1","AP-2 complex subunit sigma",-0.204836916784343,0.360435332261188
"2626","H2AC20","Histone H2A type 2-C",-0.205871757789042,0.309126184428663
"2627","HECTD1","E3 ubiquitin-protein ligase HECTD1",-0.206603743692305,0.157967704878343
"2628","KCNJ11","ATP-sensitive inward rectifier potassium channel 11",-0.208844693791004,0.236054378492122
"2629","SURF1","Surfeit locus protein 1",-0.210739017520021,0.187620801408994
"2630","PDLIM1","PDZ and LIM domain protein 1",-0.211080420908273,0.592787803682498
"2631","PAFAH1B3","Platelet-activating factor acetylhydrolase IB subunit alpha1",-0.212197028507731,0.0875732050572423
"2632","SMAP","Small acidic protein",-0.212577904697895,0.435826100989248
"2633","IGLC2","Immunoglobulin lambda constant 2",-0.212589019919081,0.299934438917179
"2634","FN3KRP","Ketosamine-3-kinase",-0.213258362765362,0.309126184428663
"2635","LIN7C","Protein lin-7 homolog C",-0.217442536526857,0.286505030983822
"2636","EGFLAM","Pikachurin",-0.217530803805314,0.332507162959117
"2637","CPA3","Mast cell carboxypeptidase A",-0.217828447178787,0.334514709507725
"2638","SPPL2A","Signal peptide peptidase-like 2A",-0.217995252929322,0.15338490143709
"2639","FKBP4","Peptidyl-prolyl cis-trans isomerase FKBP4",-0.218106305309679,0.0930798173980233
"2640","GHITM","Growth hormone-inducible transmembrane protein",-0.218268920226418,0.305536440635145
"2641","HHATL","Protein-cysteine N-palmitoyltransferase HHAT-like protein",-0.218328224083869,0.15539999851108
"2642","VAMP2","Vesicle-associated membrane protein 2",-0.219007797323934,0.231251085986346
"2643","PIP4K2B","Phosphatidylinositol 5-phosphate 4-kinase type-2 beta",-0.219314434508329,0.13772563858586
"2644","ACOT1","Acyl-coenzyme A thioesterase 1",-0.219778786110796,0.476652732173727
"2645","NEU3","Sialidase-3",-0.219918671025926,0.521604007073304
"2646","DENND10","DENN domain-containing protein 10",-0.221148602936847,0.286865686884911
"2647","AAMDC","Mth938 domain-containing protein",-0.221634838723137,0.352126593846812
"2648","CA4","Carbonic anhydrase 4",-0.221787439586077,0.32807821068616
"2649","OSTC","Oligosaccharyltransferase complex subunit OSTC",-0.222354734086062,0.237227326731938
"2650","SULT1A3","Sulfotransferase 1A3",-0.22237166868954,0.253839236041009
"2651","CD34","Hematopoietic progenitor cell antigen CD34",-0.22414977270142,0.220340905068689
"2652","MYH4","Myosin-4",-0.226203541489362,0.592290404597245
"2653","SNX1","Sorting nexin-1",-0.226411712811151,0.253761716378393
"2654","SERPINA3","Alpha-1-antichymotrypsin",-0.227127707356866,0.185728607218447
"2655","GALE","UDP-glucose 4-epimerase",-0.228101903309867,0.331123551520725
"2656","CFH","Complement factor H",-0.228941665595473,0.0944776304311096
"2657","MPDU1","Mannose-P-dolichol utilization defect 1 protein",-0.229365388770352,0.302036984253865
"2658","LAMA4","Laminin subunit alpha-4",-0.229661551367576,0.114921502575145
"2659","AKT2","RAC-beta serine/threonine-protein kinase",-0.230251882568391,0.30842337048571
"2660","PLG","Plasminogen",-0.230598511131948,0.145562608293716
"2661","FKBP2","Peptidyl-prolyl cis-trans isomerase FKBP2",-0.231410767783924,0.120138320721563
"2662","RCC1","Regulator of chromosome condensation",-0.233387170854039,0.157967704878343
"2663","UAP1L1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1",-0.23417235722358,0.302906423356352
"2664","ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B",-0.234726007819647,0.265478293533947
"2665","SNRPGP15","Putative small nuclear ribonucleoprotein G-like protein 15",-0.235797714628976,0.240711934055262
"2666","S100A16","Protein S100-A16",-0.237571842584888,0.379077844931045
"2667","AKAP2","A-kinase anchor protein 2",-0.237588022181916,0.297082681137117
"2668","ZNF512","Zinc finger protein 512",-0.238196324857576,0.333918185509534
"2669","ADIPOQ","Adiponectin",-0.2385852542119,0.119290797349893
"2670","PHIP","PH-interacting protein",-0.239740062712366,0.467867778829232
"2671","PMVK","Phosphomevalonate kinase",-0.24149124218698,0.140763992738604
"2672","FLOT1","Flotillin-1",-0.24197722344039,0.168008172139221
"2673","CCDC43","Coiled-coil domain-containing protein 43",-0.242304245057161,0.38933124876351
"2674","UBQLN4","Ubiquilin-4",-0.242891392274613,0.29593138577956
"2675","ECM1","Extracellular matrix protein 1",-0.244726436993162,0.292314032177381
"2676","LUM","Lumican",-0.246008435333378,0.327750784498986
"2677","RPS6KA6","Ribosomal protein S6 kinase alpha-6",-0.246085285891272,0.410149009703382
"2678","GABARAP","Gamma-aminobutyric acid receptor-associated protein",-0.246440310156709,0.30587668440247
"2679","ART3","Ecto-ADP-ribosyltransferase 3",-0.247304230198143,0.191626893102988
"2680","COL1A1","Collagen alpha-1(I) chain",-0.248488020440449,0.503417093970137
"2681","ANXA4","Annexin A4",-0.248669620095164,0.0273644913430892
"2682","HOOK2","Protein Hook homolog 2",-0.249493880911686,0.460143844228907
"2683","MT-ND2","NADH-ubiquinone oxidoreductase chain 2",-0.249524674636302,0.205562553706926
"2684","PAK1","Serine/threonine-protein kinase PAK 1",-0.250186808621971,0.263438788486725
"2685","KCMF1","E3 ubiquitin-protein ligase KCMF1",-0.250715761318808,0.277671308124249
"2686","SRA1","Steroid receptor RNA activator 1",-0.254004691969763,0.117185654960388
"2687","MYH7","Myosin-7",-0.25469239519963,0.592606903804535
"2688","ABRACL","Costars family protein ABRACL",-0.255094289948401,0.347690681200819
"2689","GON7","EKC/KEOPS complex subunit GON7",-0.255233255596943,0.368629818042513
"2690","EIF4EBP1","Eukaryotic translation initiation factor 4E-binding protein 1",-0.25573739938757,0.213419203038983
"2691","LAMA2","Laminin subunit alpha-2",-0.256718849142018,0.0424076678507758
"2692","DDAH2","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",-0.256912082213566,0.253839236041009
"2693","PEX14","Peroxisomal membrane protein PEX14",-0.257045559943625,0.393833302221806
"2694","IGKV2-30","Immunoglobulin kappa variable 2-30",-0.257706098713426,0.265478293533947
"2695","COL3A1","Collagen alpha-1(III) chain",-0.263868641605796,0.560397122355937
"2696","SNTB2","Beta-2-syntrophin",-0.264469844882123,0.203359054169245
"2697","PITHD1","PITH domain-containing protein 1",-0.265169031075526,0.323658181962845
"2698","DHRS11","Dehydrogenase/reductase SDR family member 11",-0.265438858355685,0.16091294102023
"2699","HPR","Haptoglobin-related protein",-0.265942307762451,0.369198615319629
"2700","APOO","MICOS complex subunit MIC26",-0.268215503917943,0.351049505286181
"2701","GALT","Galactose-1-phosphate uridylyltransferase",-0.268824494788543,0.0733284434404049
"2702","AKAP7","A-kinase anchor protein 7 isoform gamma",-0.270171723714471,0.290821557940962
"2703","ATXN10","Ataxin-10",-0.271059341215413,0.172836571318116
"2704","TMEM205","Transmembrane protein 205",-0.271485801341262,0.183551740963287
"2705","EIF1AY","Eukaryotic translation initiation factor 1A, Y-chromosomal",-0.27204796300302,0.449432685980398
"2706","CASQ2","Calsequestrin-2",-0.274071095543562,0.465400065397096
"2707","CSMD3","CUB and sushi domain-containing protein 3",-0.275461828825582,0.253830515707326
"2708","IGKC","Immunoglobulin kappa constant",-0.27665725751568,0.263577548920296
"2709","MAOB","Amine oxidase [flavin-containing] B",-0.279132563798793,0.158871028605822
"2710","POTEKP","Putative beta-actin-like protein 3",-0.27932321852672,0.358112912031075
"2711","TPM3","Tropomyosin alpha-3 chain",-0.279925546478033,0.592606903804535
"2712","MIA3","Transport and Golgi organization protein 1 homolog",-0.279989061177407,0.331966178147257
"2713","CNBP","CCHC-type zinc finger nucleic acid binding protein",-0.280096261739722,0.235085278083037
"2714","AKT1S1","Proline-rich AKT1 substrate 1",-0.280784194565944,0.0853967788791828
"2715","XPO4","Exportin-4",-0.281127559780314,0.427921076078588
"2716","IGHG3","Immunoglobulin heavy constant gamma 3",-0.28298520403338,0.198987968081797
"2717","PIGK","GPI-anchor transamidase",-0.283281722563487,0.0589180224411855
"2718","DDX23","Probable ATP-dependent RNA helicase DDX23",-0.284681048406707,0.292314032177381
"2719","PGRMC1","Membrane-associated progesterone receptor component 1",-0.28861571544622,0.171243809410589
"2720","MT-ND5","NADH-ubiquinone oxidoreductase chain 5",-0.289612559859322,0.261422980312487
"2721","GGA1","ADP-ribosylation factor-binding protein GGA1",-0.290096592399568,0.253761716378393
"2722","TTN","Titin",-0.29013439719559,0.387398766798108
"2723","IGKV3-20","Immunoglobulin kappa variable 3-20",-0.291223896445853,0.380406432194836
"2724","AMPD1","AMP deaminase 1",-0.291425653406669,0.156971419336068
"2725","RUVBL2","RuvB-like 2",-0.29154600287011,0.250722682817811
"2726","FABP5","Fatty acid-binding protein 5",-0.293903100558463,0.185217726884454
"2727","NAPRT","Nicotinate phosphoribosyltransferase",-0.294141571637144,0.236733707519232
"2728","MT-ND3","NADH-ubiquinone oxidoreductase chain 3",-0.294652555893538,0.466063711002229
"2729","CKB","Creatine kinase B-type",-0.296218260962128,0.512216943420789
"2730","PEF1","Peflin",-0.297348927158282,0.306518129737177
"2731","IGHG2","Immunoglobulin heavy constant gamma 2",-0.298655303073534,0.216653305015504
"2732","CRK","Adapter molecule crk",-0.301287965641892,0.0318125287373551
"2733","XPO1","Exportin-1",-0.301593341337551,0.00395053002369361
"2734","GC","Vitamin D-binding protein",-0.301732851841672,0.0526629653740014
"2735","MANF","Mesencephalic astrocyte-derived neurotrophic factor",-0.302892232145309,0.265478293533947
"2736","LAMB1","Laminin subunit beta-1",-0.303384758408379,0.0106262103615841
"2737","AGMAT","Agmatinase, mitochondrial",-0.30357166855905,0.336487031025458
"2738","CMA1","Chymase",-0.304906773893702,0.23885466379531
"2739","RCSD1","CapZ-interacting protein",-0.304996762095305,0.229232747848728
"2740","GTPBP3","tRNA modification GTPase GTPBP3, mitochondrial",-0.306080318791793,0.578084618454377
"2741","ERLIN2","Erlin-2",-0.309858383700798,0.0462420875835474
"2742","IGHV3-9","Immunoglobulin heavy variable 3-9",-0.309871453029055,0.216653305015504
"2743","COL6A6","Collagen alpha-6(VI) chain",-0.310425010979674,0.235969903817642
