"","Gene_name","Description","log2FC_post-pre","q-value"
"2468","LRRC20","Leucine-rich repeat-containing protein 20",-0.109399087295884,0.13490053642164
"2469","TALDO1","Transaldolase",-0.109673981087397,0.0251819457522203
"2470","PAK1","Serine/threonine-protein kinase PAK 1",-0.109684963954699,0.296914311943696
"2471","NEK7","Serine/threonine-protein kinase Nek7",-0.109894299950703,0.111842821779595
"2472","CACNG1","Voltage-dependent calcium channel gamma-1 subunit",-0.110398299030471,0.283775020470684
"2473","RPL18A","60S ribosomal protein L18a",-0.110838790844957,0.304890965272734
"2474","C4BPA","C4b-binding protein alpha chain",-0.111445152642847,0.268612134708479
"2475","MYH15","Myosin-15",-0.111566114737212,0.267224896140139
"2476","TNNI1","Troponin I, slow skeletal muscle",-0.111718552615656,0.557558645159397
"2477","ADSL","Adenylosuccinate lyase",-0.111836869724216,0.157623028490006
"2478","SEL1L3","Protein sel-1 homolog 3",-0.112015295243921,0.303664380028834
"2479","JAGN1","Protein jagunal homolog 1",-0.112034653741354,0.26800786377771
"2480","SH3KBP1","SH3 domain-containing kinase-binding protein 1",-0.112058535112197,0.41523376665762
"2481","A2M","Alpha-2-macroglobulin",-0.112070792058077,0.252305662672361
"2482","ALDH6A1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",-0.112139288904858,0.277062290281117
"2483","VDAC3","Voltage-dependent anion-selective channel protein 3",-0.112219966359206,0.305646042133189
"2484","PPP1R1A","Protein phosphatase 1 regulatory subunit 1A",-0.112270188165509,0.228236513963546
"2485","SNX12","Sorting nexin-12",-0.112405233346179,0.255681771049475
"2486","PPP1R2","Protein phosphatase inhibitor 2",-0.112496348562303,0.0422904850515556
"2487","ALDH9A1","4-trimethylaminobutyraldehyde dehydrogenase",-0.112664209427283,0.0463180279515225
"2488","IGHV3-9","Immunoglobulin heavy variable 3-9",-0.112707569133391,0.306189219608518
"2489","NCK1","Cytoplasmic protein NCK1",-0.113638712797544,0.174211002058291
"2490","TMEM143","Transmembrane protein 143",-0.113815312610825,0.182940062497254
"2491","MYLK3","Myosin light chain kinase 3",-0.114013455099773,0.338814570179621
"2492","SRPRA","Signal recognition particle receptor subunit alpha",-0.114287555132703,0.254173880274154
"2493","RYR1","Ryanodine receptor 1",-0.114388562807532,0.122862577787185
"2494","CFH","Complement factor H",-0.114454714196306,0.120340839793635
"2495","ACTBL2","Beta-actin-like protein 2",-0.114605885053955,0.0739002934629406
"2496","MCM2","DNA replication licensing factor MCM2",-0.114633285474287,0.283775020470684
"2497","NPEPPS","Puromycin-sensitive aminopeptidase",-0.114686285051079,0.025312767689464
"2498","ADD1","Alpha-adducin",-0.115009420072676,0.154001459998065
"2499","DNAJB2","DnaJ homolog subfamily B member 2",-0.115103126165792,0.190968520937892
"2500","GLRX","Glutaredoxin-1",-0.115178661732676,0.360272660047584
"2501","BCAP29","B-cell receptor-associated protein 29",-0.115771995561293,0.305646042133189
"2502","NOL6","Nucleolar protein 6",-0.115848453022441,0.347737803305528
"2503","CFHR1","Complement factor H-related protein 1",-0.116258729551443,0.3160518089149
"2504","SNRNP200","U5 small nuclear ribonucleoprotein 200 kDa helicase",-0.117132688561695,0.0567140154240457
"2505","H2AZ1","Histone H2A.Z",-0.11758515742198,0.163453486817332
"2506","CIRBP","Cold-inducible RNA-binding protein",-0.1177236823588,0.0975570827117902
"2507","RPS6KA6","Ribosomal protein S6 kinase alpha-6",-0.118440881597948,0.338814570179621
"2508","GABARAP","Gamma-aminobutyric acid receptor-associated protein",-0.118485540233353,0.313891219483912
"2509","TMEM65","Transmembrane protein 65",-0.119009729189459,0.341758511911596
"2510","BTF3L4","Transcription factor BTF3 homolog 4",-0.11902707380921,0.236454668656701
"2511","PRPF40A","Pre-mRNA-processing factor 40 homolog A",-0.11903198555188,0.200069835115292
"2512","C19orf12","Protein C19orf12",-0.1191187045908,0.304305350611537
"2513","SNRPB","Small nuclear ribonucleoprotein-associated proteins B and B'",-0.11926313930244,0.322036181797148
"2514","BCKDHB","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",-0.119430241085144,0.305043310250668
"2515","ODR4","Protein odr-4 homolog",-0.119672948307207,0.281056077193542
"2516","CDC5L","Cell division cycle 5-like protein",-0.119763182956175,0.322036181797148
"2517","TMEM182","Transmembrane protein 182",-0.119809632901337,0.305110223271202
"2518","CAVIN4","Caveolae-associated protein 4",-0.119885659106775,0.163026667693218
"2519","HSCB","Iron-sulfur cluster co-chaperone protein HscB",-0.120097007296406,0.315143496358302
"2520","PTPA","Serine/threonine-protein phosphatase 2A activator",-0.120344045525934,0.0567140154240457
"2521","XPO1","Exportin-1",-0.120506668253977,0.0422904850515556
"2522","CACNA2D1","Voltage-dependent calcium channel subunit alpha-2/delta-1",-0.12068119792481,0.100220651335435
"2523","BMS1","Ribosome biogenesis protein BMS1 homolog",-0.120929243306394,0.342067801941956
"2524","CPNE1","Copine-1",-0.12166304921214,0.212506084447784
"2525","PGM2L1","Glucose 1,6-bisphosphate synthase",-0.121972936376991,0.116458210982662
"2526","WDR43","WD repeat-containing protein 43",-0.12210302612646,0.252298601523226
"2527","ESD","S-formylglutathione hydrolase",-0.122386244703538,0.0128979412639219
"2528","IMPDH2","Inosine-5'-monophosphate dehydrogenase 2",-0.122469796313448,0.0111720912450178
"2529","SURF4","Surfeit locus protein 4",-0.122473381010883,0.130937098514155
"2530","PRPS1","Ribose-phosphate pyrophosphokinase 1",-0.122800289205562,0.210894460020778
"2531","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1",-0.123039770616387,0.228959611976206
"2532","ASPN","Asporin",-0.123078203997103,0.386617109698467
"2533","TPT1","Translationally-controlled tumor protein",-0.123271925185341,0.0204489010965527
"2534","C9","Complement component C9",-0.123430977246,0.313899947984062
"2535","BROX","BRO1 domain-containing protein BROX",-0.123586284370012,0.232345567715361
"2536","TMX2","Thioredoxin-related transmembrane protein 2",-0.123710581962218,0.252856869834845
"2537","PDE12","2',5'-phosphodiesterase 12",-0.123842658309128,0.0825029999410015
"2538","NRBP1","Nuclear receptor-binding protein",-0.123956301246411,0.0250512656995786
"2539","EIF2A","Eukaryotic translation initiation factor 2A",-0.123970544429186,0.171165108863535
"2540","ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2",-0.124129563327569,0.204095691033456
"2541","MYOM2","Myomesin-2",-0.124262668834934,0.0490853680191543
"2542","DHRS11","Dehydrogenase/reductase SDR family member 11",-0.125037936184755,0.212756040480055
"2543","C11orf54","Ester hydrolase C11orf54",-0.125314460134835,0.11468525684284
"2544","STT3B","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B",-0.125399198997791,0.165259176417216
"2545","MAPK12","Mitogen-activated protein kinase 12",-0.125439317660694,0.015419186978054
"2546","AOC3","Membrane primary amine oxidase",-0.126322143742227,0.311611651195712
"2547","TPP1","Tripeptidyl-peptidase 1",-0.126639508592087,0.129964920100341
"2548","CBFB","Core-binding factor subunit beta",-0.126771611657164,0.318733113153687
"2549","HNRNPH3","Heterogeneous nuclear ribonucleoprotein H3",-0.12696204909054,0.087879385912723
"2550","MYH2","Myosin-2",-0.127026702755693,0.554104491898964
"2551","UBE2B","Ubiquitin-conjugating enzyme E2 B",-0.127185524439588,0.0372717401409033
"2552","EPM2A","Laforin",-0.128711043179862,0.063051593576744
"2553","ASPSCR1","Tether containing UBX domain for GLUT4",-0.128746873129957,0.231904129229953
"2554","SKP1","S-phase kinase-associated protein 1",-0.12881719355692,0.227392512025099
"2555","TXNDC9","Thioredoxin domain-containing protein 9",-0.129106405952664,0.241851247029466
"2556","LMNB2","Lamin-B2",-0.129268980752778,0.00300503682904329
"2557","PSAP","Prosaposin",-0.129476142513054,0.087879385912723
"2558","CCDC47","PAT complex subunit CCDC47",-0.129521609067579,0.162958922647238
"2559","SPR","Sepiapterin reductase",-0.129865572996719,0.0589605818570708
"2560","RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B",-0.129931229233737,0.262701111303354
"2561","WDR44","WD repeat-containing protein 44",-0.130317985221845,0.210894460020778
"2562","DPT","Dermatopontin",-0.13072590809811,0.248590369753236
"2563","FAF1","FAS-associated factor 1",-0.130955023451248,0.111267185569742
"2564","SERPING1","Plasma protease C1 inhibitor",-0.131157292805604,0.162591801785601
"2565","NUP155","Nuclear pore complex protein Nup155",-0.131529630818109,0.172765670421191
"2566","PDXK","Pyridoxal kinase",-0.132248586524987,0.0529295185454958
"2567","CYLD","Ubiquitin carboxyl-terminal hydrolase CYLD",-0.132836757472719,0.0371984218976321
"2568","NUP62","Nuclear pore glycoprotein p62",-0.13361287617569,0.435133836516193
"2569","SH3BGR","SH3 domain-binding glutamic acid-rich protein",-0.134022961362291,0.0318145326183554
"2570","MPST","3-mercaptopyruvate sulfurtransferase",-0.134091840962109,0.159058917589747
"2571","PHYH","Phytanoyl-CoA dioxygenase, peroxisomal",-0.134171104765802,0.224000820037619
"2572","APOH","Beta-2-glycoprotein 1",-0.134195096403495,0.167299991131744
"2573","RPL31","60S ribosomal protein L31",-0.134795693032745,0.218869451090709
"2574","ACP1","Low molecular weight phosphotyrosine protein phosphatase",-0.13487211987891,0.0303368057288785
"2575","SLC44A2","Choline transporter-like protein 2",-0.135001720531211,0.111842821779595
"2576","MYOF","Myoferlin",-0.135241320758588,0.266698214415721
"2577","SENP8","Sentrin-specific protease 8",-0.135570323543943,0.0839315434837984
"2578","HLA-DRB1","HLA class II histocompatibility antigen, DRB1 beta chain",-0.135842608418393,0.164931093561924
"2579","POLG","DNA polymerase subunit gamma-1",-0.136145305232446,0.363813152029946
"2580","MYO18B","Unconventional myosin-XVIIIb",-0.136173862130839,0.323365132433164
"2581","PPTC7","Protein phosphatase PTC7 homolog",-0.136816447913969,0.271788128942477
"2582","SERPINC1","Antithrombin-III",-0.13688746077213,0.0435797999996561
"2583","VPS13A","Intermembrane lipid transfer protein VPS13A",-0.137262474384006,0.247189952887194
"2584","TSSC4","Protein TSSC4",-0.137372588939437,0.162188971786337
"2585","RNF181","E3 ubiquitin-protein ligase RNF181",-0.138135182954706,0.231904129229953
"2586","MT-ND5","NADH-ubiquinone oxidoreductase chain 5",-0.139195132344703,0.265701520489619
"2587","C3","Complement C3",-0.139320135613154,0.109553384262897
"2588","MAPKAPK3","MAP kinase-activated protein kinase 3",-0.139332301404114,0.293725046822744
"2589","DFFA","DNA fragmentation factor subunit alpha",-0.139337138307829,0.157001502061158
"2590","NUDT2","Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]",-0.139492696633072,0.116300674082343
"2591","NUDCD2","NudC domain-containing protein 2",-0.139595464206961,0.0551299892899418
"2592","PLG","Plasminogen",-0.140271803707728,0.160160578188034
"2593","MIA3","Transport and Golgi organization protein 1 homolog",-0.140886645931873,0.307289464924917
"2594","CRBN","Protein cereblon",-0.141054838081073,0.255467942134588
"2595","ACTC1","Actin, alpha cardiac muscle 1",-0.141293628028707,0.369852287466791
"2596","PPIE","Peptidyl-prolyl cis-trans isomerase E",-0.141468735538265,0.116460760451553
"2597","DHPS","Deoxyhypusine synthase",-0.141474185560702,0.27195372769932
"2598","RPL23A","60S ribosomal protein L23a",-0.142294950993938,0.129964920100341
"2599","ARHGAP10","Rho GTPase-activating protein 10",-0.142425524814055,0.198864160452573
"2600","AGO2","Protein argonaute-2",-0.143071076336689,0.131648638000946
"2601","SERPINA4","Kallistatin",-0.14333410438431,0.0379742565715801
"2602","NONO","Non-POU domain-containing octamer-binding protein",-0.143370308486364,0.254190646248151
"2603","MB","Myoglobin",-0.143585628634469,0.0305200548749573
"2604","CACNA1S","Voltage-dependent L-type calcium channel subunit alpha-1S",-0.14393485489839,0.0807113309429803
"2605","PTPN23","Tyrosine-protein phosphatase non-receptor type 23",-0.144092216761219,0.360677724739303
"2606","MT-ND2","NADH-ubiquinone oxidoreductase chain 2",-0.144899568264213,0.162958922647238
"2607","GLO1","Lactoylglutathione lyase",-0.145053939216602,0.0406593942136108
"2608","A1BG","Alpha-1B-glycoprotein",-0.145285670014319,0.131915601931204
"2609","DBI","Acyl-CoA-binding protein",-0.145697710006392,0.0792793877291447
"2610","C12orf57","Protein C10",-0.145740567472108,0.248590369753236
"2611","BABAM2","BRISC and BRCA1-A complex member 2",-0.145943570698622,0.145530180566885
"2612","FGA","Fibrinogen alpha chain",-0.146129140021966,0.208013866540394
"2613","APIP","Methylthioribulose-1-phosphate dehydratase",-0.14632123291682,0.267224896140139
"2614","HOMER3","Homer protein homolog 3",-0.146409475025955,0.346390568090433
"2615","FGB","Fibrinogen beta chain",-0.147200504500253,0.155093747656416
"2616","PEBP1","Phosphatidylethanolamine-binding protein 1",-0.147273604243111,0.0187754501500903
"2617","GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",-0.147304000489271,0.226198774151107
"2618","RBKS","Ribokinase",-0.147348670877044,0.242041182297359
"2619","RPA2","Replication protein A 32 kDa subunit",-0.147817749849926,0.204232133442768
"2620","UBE2V2","Ubiquitin-conjugating enzyme E2 variant 2",-0.148051092204343,0.00279464800476286
"2621","ENPP4","Bis(5'-adenosyl)-triphosphatase ENPP4",-0.148689058700445,0.338814570179621
"2622","CP","Ceruloplasmin",-0.148894210533106,0.0837135896566994
"2623","NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]",-0.149549545858511,0.363711385685765
"2624","PCBD2","Pterin-4-alpha-carbinolamine dehydratase 2",-0.149858093868424,0.0200727912965937
"2625","RAB1A","Ras-related protein Rab-1A",-0.150045758027627,0.10283767822135
"2626","SERPINA3","Alpha-1-antichymotrypsin",-0.150099252335522,0.105867890724395
"2627","RPA1","Replication protein A 70 kDa DNA-binding subunit",-0.150498656444325,0.0268352475611107
"2628","SPTB","Spectrin beta chain, erythrocytic",-0.150735508356309,0.0146955061770758
"2629","PGK2","Phosphoglycerate kinase 2",-0.151200878376311,0.303269207464451
"2630","PHPT1","14 kDa phosphohistidine phosphatase",-0.151256317391837,0.0015303004134834
"2631","EIF4EBP1","Eukaryotic translation initiation factor 4E-binding protein 1",-0.151408909088101,0.180512000179362
"2632","PPCDC","Phosphopantothenoylcysteine decarboxylase",-0.151667413653977,0.2594425498211
"2633","SIPA1","Signal-induced proliferation-associated protein 1",-0.151730703792889,0.312025915923243
"2634","OSTC","Oligosaccharyltransferase complex subunit OSTC",-0.152173941473245,0.170186775761009
"2635","MYBPC1","Myosin-binding protein C, slow-type",-0.152457471704437,0.0167831710292838
"2636","ITGA6","Integrin alpha-6",-0.152543251517832,0.132286956521382
"2637","TMEM109","Transmembrane protein 109",-0.153663935595219,0.0369247304256049
"2638","CAMKV","CaM kinase-like vesicle-associated protein",-0.153853056756796,0.415361703151288
"2639","NSUN2","RNA cytosine C(5)-methyltransferase NSUN2",-0.154127628131212,0.104830565029726
"2640","LSM3","U6 snRNA-associated Sm-like protein LSm3",-0.154295912248351,0.340281749646644
"2641","EFHD1","EF-hand domain-containing protein D1",-0.155360007941523,0.277716997954209
"2642","PLPBP","Pyridoxal phosphate homeostasis protein",-0.155666597402528,0.0141152392738574
"2643","RBM3","RNA-binding protein 3",-0.156651039308512,0.215433989419812
"2644","SIGLEC1","Sialoadhesin",-0.156705283587463,0.0969243982648816
"2645","RPS6","40S ribosomal protein S6",-0.156889091374637,0.103448081519223
"2646","RPIA","Ribose-5-phosphate isomerase",-0.157988621882961,0.0217026984238353
"2647","BANF1","Barrier-to-autointegration factor",-0.158067179630265,0.0376786008458167
"2648","CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",-0.158906004769955,0.26800786377771
"2649","LEMD2","LEM domain-containing protein 2",-0.160131905101283,0.212506084447784
"2650","PRPSAP2","Phosphoribosyl pyrophosphate synthase-associated protein 2",-0.160390895515514,0.0430787702681534
"2651","PREPL","Prolyl endopeptidase-like",-0.160890845884401,0.116680937032664
"2652","AMBP","Protein AMBP",-0.161102672559924,0.160160578188034
"2653","DCPS","m7GpppX diphosphatase",-0.161141884039633,0.0322854623573253
"2654","PPP1R9B","Neurabin-2",-0.161375874628328,0.338814570179621
"2655","DGLUCY","D-glutamate cyclase, mitochondrial",-0.162156908423158,0.285594486390328
"2656","SUOX","Sulfite oxidase, mitochondrial",-0.16280508305158,0.30906717782584
"2657","ALAD","Delta-aminolevulinic acid dehydratase",-0.163136241359796,0.0323269152887988
"2658","APOA1","Apolipoprotein A-I",-0.16347825877066,0.12704078176061
"2659","GCLC","Glutamate--cysteine ligase catalytic subunit",-0.164952719709788,0.0862722226931883
"2660","NOP14","Nucleolar protein 14",-0.165053143373251,0.215779762841266
"2661","CD63","CD63 antigen",-0.165249119321986,0.130227875888487
"2662","PRPF6","Pre-mRNA-processing factor 6",-0.165283333065801,0.0718429951581772
"2663","SERPINA6","Corticosteroid-binding globulin",-0.166302213798115,0.330981373682967
"2664","COL4A2","Collagen alpha-2(IV) chain",-0.168438654336635,0.25255762206337
"2665","IGHM","Immunoglobulin heavy constant mu",-0.168814982484394,0.271529620209951
"2666","PFDN4","Prefoldin subunit 4",-0.169559185819574,0.069357645887358
"2667","TTC1","Tetratricopeptide repeat protein 1",-0.170396631486129,0.0760825342717993
"2668","RPS6KA5","Ribosomal protein S6 kinase alpha-5",-0.170482972119089,0.299695359577786
