"","Gene_name","Description","log2FC_male-female","q-value","fiber_type"
"4386","PGM2L1","Glucose 1,6-bisphosphate synthase",0.0469605999761935,0.550028501617201,"type_2"
"4387","DHX9","ATP-dependent RNA helicase A",0.0469591108645098,0.551297911923327,"type_2"
"4388","TTC1","Tetratricopeptide repeat protein 1",0.0469022687025813,0.590693126577134,"type_2"
"4389","SEC31A","Protein transport protein Sec31A",0.0468575385858685,0.554975892231581,"type_2"
"4390","SLC25A20","Mitochondrial carnitine/acylcarnitine carrier protein",0.0467872282433355,0.587968297072971,"type_2"
"4391","GPX4","Phospholipid hydroperoxide glutathione peroxidase",0.046713146508397,0.523209618840307,"type_2"
"4392","SPEG","Striated muscle preferentially expressed protein kinase",0.0464038462328631,0.53733192683665,"type_2"
"4393","EIF2B2","Translation initiation factor eIF-2B subunit beta",0.0463485632240523,0.593881618291261,"type_2"
"4394","OPA1","Dynamin-like 120 kDa protein, mitochondrial",0.046219007298939,0.51942794621761,"type_2"
"4395","H2BC12","Histone H2B type 1-K",0.0461387713707726,0.574808323840879,"type_2"
"4396","ORM2","Alpha-1-acid glycoprotein 2",0.0461314149163119,0.598042383289213,"type_2"
"4397","TBCE","Tubulin-specific chaperone E",0.0454459255504496,0.599830231147497,"type_2"
"4398","PSMD9","26S proteasome non-ATPase regulatory subunit 9",0.0453618921047418,0.554095611287593,"type_2"
"4399","OXR1","Oxidation resistance protein 1",0.0453531529441999,0.593881618291261,"type_2"
"4400","GART","Trifunctional purine biosynthetic protein adenosine-3",0.0450280514141372,0.538672646298034,"type_2"
"4401","PDCD5","Programmed cell death protein 5",0.0448690980544306,0.539571337672145,"type_2"
"4402","CCT3","T-complex protein 1 subunit gamma",0.0448650111047559,0.539451550747196,"type_2"
"4403","GPX1","Glutathione peroxidase 1",0.0448238636309171,0.529736843234196,"type_2"
"4404","ECPAS","Proteasome adapter and scaffold protein ECM29",0.0447839706887674,0.51942794621761,"type_2"
"4405","UBE3A","Ubiquitin-protein ligase E3A",0.0445625391563009,0.500367815145467,"type_2"
"4406","UBTF","Nucleolar transcription factor 1",0.0436156527191116,0.604779533406462,"type_2"
"4407","PRKN","E3 ubiquitin-protein ligase parkin",0.0435527227398218,0.569716319425579,"type_2"
"4408","PRELP","Prolargin",0.0434465984323804,0.618513336946859,"type_2"
"4409","GNPDA1","Glucosamine-6-phosphate isomerase 1",0.0431479700077038,0.537481550937905,"type_2"
"4410","PREPL","Prolyl endopeptidase-like",0.0427308129102038,0.613071400374533,"type_2"
"4411","TTR","Transthyretin",0.0427222671980729,0.592703646123722,"type_2"
"4412","NPEPL1","Probable aminopeptidase NPEPL1",0.0426596352050499,0.534935723093855,"type_2"
"4413","DARS1","Aspartate--tRNA ligase, cytoplasmic",0.0425940882358979,0.51778834512804,"type_2"
"4414","DENR","Density-regulated protein",0.0425936092863175,0.565508061990745,"type_2"
"4415","AGRN","Agrin",0.0423546964817074,0.597117046922383,"type_2"
"4416","MRPS34","28S ribosomal protein S34, mitochondrial",0.04229518253719,0.608761153357479,"type_2"
"4417","ITIH5","Inter-alpha-trypsin inhibitor heavy chain H5",0.0422712307781463,0.586540041137258,"type_2"
"4418","USP9X","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",0.0420580408473867,0.500675945608219,"type_2"
"4419","CRADD","Death domain-containing protein CRADD",0.041853510138397,0.581555472649464,"type_2"
"4420","VTA1","Vacuolar protein sorting-associated protein VTA1 homolog",0.0417010492288981,0.59938148424764,"type_2"
"4421","GLRX2","Glutaredoxin-2, mitochondrial",0.0416044770329478,0.614074158639813,"type_2"
"4422","ACACB","Acetyl-CoA carboxylase 2",0.0415499515145736,0.538672646298034,"type_2"
"4423","ACTN1","Alpha-actinin-1",0.0413490943853763,0.54749174204534,"type_2"
"4424","LMNA","Prelamin-A/C",0.0412481785438388,0.55679021320754,"type_2"
"4425","DMTN","Dematin",0.0410122982413323,0.6371213902997,"type_2"
"4426","HSP90AA1","Heat shock protein HSP 90-alpha",0.0408369725569795,0.579743730613042,"type_2"
"4427","RPL19","60S ribosomal protein L19",0.0406904959029788,0.627986425902874,"type_2"
"4428","CDSN","Corneodesmosin",0.0403812460066888,0.621831403616345,"type_2"
"4429","NANS","Sialic acid synthase",0.0403093956136296,0.563458515135017,"type_2"
"4430","SMAD2","Mothers against decapentaplegic homolog 2",0.0402701062614277,0.617783750840015,"type_2"
"4431","HGH1","Protein HGH1 homolog",0.0400331878393487,0.588648229412484,"type_2"
"4432","TPP1","Tripeptidyl-peptidase 1",0.0400230994397273,0.582310134633894,"type_2"
"4433","CLEC3B","Tetranectin",0.039832646999086,0.581599388109742,"type_2"
"4434","MRPL44","39S ribosomal protein L44, mitochondrial",0.0398070198356315,0.558415176175916,"type_2"
"4435","RAB7A","Ras-related protein Rab-7a",0.0398057161089618,0.572961541332629,"type_2"
"4436","AHCY","Adenosylhomocysteinase",0.0396413043064303,0.520536190359728,"type_2"
"4437","PSMD1","26S proteasome non-ATPase regulatory subunit 1",0.0396239794760351,0.532472097757862,"type_2"
"4438","UBE2M","NEDD8-conjugating enzyme Ubc12",0.0395833259316412,0.562781682874881,"type_2"
"4439","VPS4A","Vacuolar protein sorting-associated protein 4A",0.03932711233678,0.53696208124298,"type_2"
"4440","SCRN3","Secernin-3",0.0392964516986805,0.56019966108524,"type_2"
"4441","PSMB4","Proteasome subunit beta type-4",0.0390861449181461,0.551705364222612,"type_2"
"4442","YWHAE","14-3-3 protein epsilon",0.0390118663394858,0.499800959934447,"type_2"
"4443","COX4I1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0.0387511136172876,0.587968297072971,"type_2"
"4444","SEPHS1","Selenide, water dikinase 1",0.0384927945108799,0.604638042797783,"type_2"
"4445","CLIC5","Chloride intracellular channel protein 5",0.0384560243809506,0.563257179249139,"type_2"
"4446","CPNE1","Copine-1",0.0383869086008204,0.589799005206471,"type_2"
"4447","EHD4","EH domain-containing protein 4",0.0382780824891693,0.572961541332629,"type_2"
"4448","SYAP1","Synapse-associated protein 1",0.0377146174712664,0.604641806507052,"type_2"
"4449","TKT","Transketolase",0.0375109902444315,0.593881618291261,"type_2"
"4450","PCBD2","Pterin-4-alpha-carbinolamine dehydratase 2",0.0371893790924283,0.534935723093855,"type_2"
"4451","APOOL","MICOS complex subunit MIC27",0.0371476359701841,0.564741900926876,"type_2"
"4452","PFN2","Profilin-2",0.0371202055752278,0.598042383289213,"type_2"
"4453","HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate",0.0367140234109122,0.604779533406462,"type_2"
"4454","NXN","Nucleoredoxin",0.0366162124215652,0.573501974645217,"type_2"
"4455","CAPN2","Calpain-2 catalytic subunit",0.0365011854399384,0.545774592876621,"type_2"
"4456","CORO1C","Coronin-1C",0.036353128708507,0.587968297072971,"type_2"
"4457","ACTB","Actin, cytoplasmic 1",0.0361948044925491,0.53504498711291,"type_2"
"4458","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1",0.0359095808177585,0.552500589499828,"type_2"
"4459","SGCG","Gamma-sarcoglycan",0.0358595769716317,0.554948112936695,"type_2"
"4460","STAM","Signal transducing adapter molecule 1",0.0353317001658038,0.587968297072971,"type_2"
"4461","CPTP","Ceramide-1-phosphate transfer protein",0.0351837380756201,0.585765385430631,"type_2"
"4462","APMAP","Adipocyte plasma membrane-associated protein",0.0350466371288949,0.592300833744861,"type_2"
"4463","CDC123","Cell division cycle protein 123 homolog",0.0350221362735734,0.617390485349019,"type_2"
"4464","DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",0.0349634721487355,0.614074158639813,"type_2"
"4465","ACTBL2","Beta-actin-like protein 2",0.0349227307161932,0.571498025163869,"type_2"
"4466","NAGK","N-acetyl-D-glucosamine kinase",0.0349167497896055,0.576879356893968,"type_2"
"4467","LGALS3","Galectin-3",0.034831070796379,0.605770844035227,"type_2"
"4468","PARP1","Poly [ADP-ribose] polymerase 1",0.034435245406538,0.563257179249139,"type_2"
"4469","CMYA5","Cardiomyopathy-associated protein 5",0.0342621957596343,0.553818168621939,"type_2"
"4470","PPP5C","Serine/threonine-protein phosphatase 5",0.0342169781768256,0.545774592876621,"type_2"
"4471","SWAP70","Switch-associated protein 70",0.034187334163521,0.589799005206471,"type_2"
"4472","SERPINB6","Serpin B6",0.0341607774241712,0.537481550937905,"type_2"
"4473","WBP2","WW domain-binding protein 2",0.0340896381760221,0.605884647232437,"type_2"
"4474","MT-ATP6","ATP synthase subunit a",0.0340459076680872,0.615770142467151,"type_2"
"4475","FN1","Fibronectin",0.0336840099323918,0.611319702693725,"type_2"
"4476","PRUNE1","Exopolyphosphatase PRUNE1",0.0336222826679489,0.581599388109742,"type_2"
"4477","ALAD","Delta-aminolevulinic acid dehydratase",0.0335717881912068,0.606446580024337,"type_2"
"4478","CTSD","Cathepsin D",0.0334906048882502,0.587242020011176,"type_2"
"4479","FDX2","Ferredoxin-2, mitochondrial",0.0332386948763919,0.632244970858075,"type_2"
"4480","RNF181","E3 ubiquitin-protein ligase RNF181",0.032868755076322,0.618513336946859,"type_2"
"4481","RHOG","Rho-related GTP-binding protein RhoG",0.0327558464229281,0.581052071746713,"type_2"
"4482","RABGEF1","Rab5 GDP/GTP exchange factor",0.0326160541104787,0.582722990845595,"type_2"
"4483","ZBTB8OS","Protein archease",0.0323233975658894,0.581862229820985,"type_2"
"4484","SNX5","Sorting nexin-5",0.0322167633874777,0.570899235392745,"type_2"
"4485","HSP90B1","Endoplasmin",0.0322125516218374,0.571498025163869,"type_2"
"4486","COPS3","COP9 signalosome complex subunit 3",0.0319672498542438,0.561017013116296,"type_2"
"4487","NAXE","NAD(P)H-hydrate epimerase",0.0316127559852433,0.573216472262688,"type_2"
"4488","VARS1","Valine--tRNA ligase",0.0310741877746352,0.572961541332629,"type_2"
"4489","EPB41L2","Band 4.1-like protein 2",0.0310073426767712,0.614074158639813,"type_2"
"4490","GDI1","Rab GDP dissociation inhibitor alpha",0.0309494774324968,0.571498025163869,"type_2"
"4491","PSMD12","26S proteasome non-ATPase regulatory subunit 12",0.0308036327285404,0.562781682874881,"type_2"
"4492","NEDD8","NEDD8",0.0307424807643191,0.587968297072971,"type_2"
"4493","ALDH5A1","Succinate-semialdehyde dehydrogenase, mitochondrial",0.0306522767847692,0.603802107496869,"type_2"
"4494","LSM8","U6 snRNA-associated Sm-like protein LSm8",0.0304788253342192,0.615770142467151,"type_2"
"4495","THNSL2","Threonine synthase-like 2",0.0300489868631875,0.614074158639813,"type_2"
"4496","WASHC2A","WASH complex subunit 2A",0.0300437004395882,0.596428486376312,"type_2"
"4497","CDC37L1","Hsp90 co-chaperone Cdc37-like 1",0.0300130171654978,0.619489901062385,"type_2"
"4498","ADGRE5","Adhesion G protein-coupled receptor E5",0.0298528750334519,0.605598955920349,"type_2"
"4499","ATRN","Attractin",0.0292303135538088,0.622610694993702,"type_2"
"4500","NAPA","Alpha-soluble NSF attachment protein",0.0288163024065096,0.553423800979559,"type_2"
"4501","DBN1","Drebrin",0.0287786663567484,0.632024338359899,"type_2"
"4502","PRPSAP2","Phosphoribosyl pyrophosphate synthase-associated protein 2",0.0287480888982383,0.614875569484365,"type_2"
"4503","C4A","Complement C4-A",0.0286010144057158,0.614875569484365,"type_2"
"4504","PRDX1","Peroxiredoxin-1",0.0284110732613279,0.586540041137258,"type_2"
"4505","CPT1B","Carnitine O-palmitoyltransferase 1, muscle isoform",0.0282967493787218,0.595917895808322,"type_2"
"4506","VWF","von Willebrand factor",0.0282588516699533,0.581599388109742,"type_2"
"4507","APEH","Acylamino-acid-releasing enzyme",0.0279853032263571,0.54396581427568,"type_2"
"4508","TRIM21","E3 ubiquitin-protein ligase TRIM21",0.0273753785923176,0.627986425902874,"type_2"
"4509","RARS1","Arginine--tRNA ligase, cytoplasmic",0.0273552437782545,0.586540041137258,"type_2"
"4510","PRKCSH","Glucosidase 2 subunit beta",0.0266817352833879,0.595213569339161,"type_2"
"4511","SNRPE","Small nuclear ribonucleoprotein E",0.0263657179341887,0.616261297239724,"type_2"
"4512","MARS1","Methionine--tRNA ligase, cytoplasmic",0.0261114281181118,0.627318939986341,"type_2"
"4513","KTN1","Kinectin",0.0260371660254162,0.588734729284528,"type_2"
"4514","TXNDC17","Thioredoxin domain-containing protein 17",0.0259866681593159,0.601422204081456,"type_2"
"4515","ARHGDIB","Rho GDP-dissociation inhibitor 2",0.0256533015867966,0.610229103479408,"type_2"
"4516","DSTN","Destrin",0.0252756961577632,0.609286360705802,"type_2"
"4517","VBP1","Prefoldin subunit 3",0.0243766411722994,0.610229103479408,"type_2"
"4518","EIF1AY","Eukaryotic translation initiation factor 1A, Y-chromosomal",0.0238935911543106,0.628485056325436,"type_2"
"4519","DDOST","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",0.0238645853164314,0.62188113101566,"type_2"
"4520","GMPR2","GMP reductase 2",0.0238624001664807,0.626760812857706,"type_2"
"4521","UBE2D3","Ubiquitin-conjugating enzyme E2 D3",0.023561448493421,0.63697572286439,"type_2"
"4522","AGO2","Protein argonaute-2",0.0235578529096969,0.613135884751676,"type_2"
"4523","TMEM143","Transmembrane protein 143",0.0228537764368859,0.610229103479408,"type_2"
"4524","PACSIN2","Protein kinase C and casein kinase substrate in neurons protein 2",0.0227001253605028,0.600287384423095,"type_2"
"4525","CLTC","Clathrin heavy chain 1",0.0225546653145638,0.587968297072971,"type_2"
"4526","RPL10A","60S ribosomal protein L10a",0.0224801020381644,0.615909334285077,"type_2"
"4527","SCRIB","Protein scribble homolog",0.0224518347994849,0.634079221837323,"type_2"
"4528","PPM1A","Protein phosphatase 1A",0.0223843767460874,0.581599388109742,"type_2"
"4529","ACTN4","Alpha-actinin-4",0.0222996328550558,0.604638042797783,"type_2"
"4530","SRSF1","Serine/arginine-rich splicing factor 1",0.0221087374036575,0.614074158639813,"type_2"
"4531","AHCYL2","Adenosylhomocysteinase 3",0.0218969563665912,0.587968297072971,"type_2"
"4532","VPS13A","Intermembrane lipid transfer protein VPS13A",0.0218748117145324,0.625400371716782,"type_2"
"4533","PFDN5","Prefoldin subunit 5",0.021624286287528,0.601792156260329,"type_2"
"4534","KYAT1","Kynurenine--oxoglutarate transaminase 1",0.0213514051034256,0.60483796068297,"type_2"
"4535","YTHDF3","YTH domain-containing family protein 3",0.0213477586639108,0.616261297239724,"type_2"
"4536","FXN","Frataxin, mitochondrial",0.0213030860714536,0.597701247880801,"type_2"
"4537","RAD23B","UV excision repair protein RAD23 homolog B",0.0211595675760421,0.598042383289213,"type_2"
"4538","PTGR2","Prostaglandin reductase 2",0.0209994799795137,0.606281653723195,"type_2"
"4539","RPLP0","60S acidic ribosomal protein P0",0.0209667846645694,0.605884647232437,"type_2"
"4540","CENPV","Centromere protein V",0.0208610687020165,0.621831403616345,"type_2"
"4541","DEPTOR","DEP domain-containing mTOR-interacting protein",0.0208374167022747,0.618513336946859,"type_2"
"4542","ADH5","Alcohol dehydrogenase class-3",0.0208286852995432,0.596428486376312,"type_2"
"4543","ALDH1A2","Retinal dehydrogenase 2",0.0208017919252903,0.634079221837323,"type_2"
"4544","NIT1","Deaminated glutathione amidase",0.0207381244546472,0.589799005206471,"type_2"
"4545","PPA1","Inorganic pyrophosphatase",0.0207176504273399,0.604638042797783,"type_2"
"4546","ATP5PB","ATP synthase F(0) complex subunit B1, mitochondrial",0.0205911252370292,0.618513336946859,"type_2"
"4547","TBCB","Tubulin-folding cofactor B",0.0202975545619157,0.614875569484365,"type_2"
"4548","MYLK2","Myosin light chain kinase 2, skeletal/cardiac muscle",0.020140063413816,0.618146444742122,"type_2"
"4549","DDX39B","Spliceosome RNA helicase DDX39B",0.0200684443361805,0.596387704680377,"type_2"
"4550","CEFIP","Cardiac-enriched FHL2-interacting protein",0.0199509075040556,0.613135884751676,"type_2"
"4551","MAPK3","Mitogen-activated protein kinase 3",0.0197473847220593,0.614875569484365,"type_2"
"4552","PPIH","Peptidyl-prolyl cis-trans isomerase H",0.019522909997697,0.626592815853101,"type_2"
"4553","NDUFAF3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",0.0192634364865629,0.621831403616345,"type_2"
"4554","NFIX","Nuclear factor 1 X-type",0.0184950436465847,0.630450196238758,"type_2"
"4555","EIF4E","Eukaryotic translation initiation factor 4E",0.0178694746860302,0.610143780040761,"type_2"
"4556","SORD","Sorbitol dehydrogenase",0.0177121883558709,0.630879877525249,"type_2"
"4557","FNTA","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",0.0175828878761042,0.610229103479408,"type_2"
"4558","RPS8","40S ribosomal protein S8",0.0173606495802794,0.627986425902874,"type_2"
"4559","SGTA","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",0.0173547347545711,0.617390485349019,"type_2"
"4560","SPTBN1","Spectrin beta chain, non-erythrocytic 1",0.0170420197145287,0.608460969420384,"type_2"
"4561","EIPR1","EARP and GARP complex-interacting protein 1",0.0170391097719467,0.636431166186655,"type_2"
"4562","CUTA","Protein CutA",0.0167786556593406,0.611803900160648,"type_2"
"4563","VPS26A","Vacuolar protein sorting-associated protein 26A",0.0167679721769023,0.614074158639813,"type_2"
"4564","MAPK14","Mitogen-activated protein kinase 14",0.0167341183062586,0.616261297239724,"type_2"
"4565","RRAS2","Ras-related protein R-Ras2",0.0165559960663959,0.627318939986341,"type_2"
"4566","RPS2","40S ribosomal protein S2",0.0164992671234678,0.614761540711803,"type_2"
"4567","DYNC1I2","Cytoplasmic dynein 1 intermediate chain 2",0.0164591251715276,0.620891581515318,"type_2"
"4568","TXLNB","Beta-taxilin",0.0163972038956697,0.613135884751676,"type_2"
"4569","TSSC4","Protein TSSC4",0.0155098410270824,0.634493719502247,"type_2"
"4570","RAP1A","Ras-related protein Rap-1A",0.0154379185380122,0.613071400374533,"type_2"
"4571","ECHDC3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",0.0154370402030768,0.636991572695203,"type_2"
"4572","PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",0.0154309850316174,0.593562446957864,"type_2"
