"","Gene_name","Description","log2FC_post-pre","q-value","sex","fiber_type"
"9721","PAFAH1B1","Platelet-activating factor acetylhydrolase IB subunit beta",0.0552927629057862,0.552497764787116,"male","type_2"
"9722","YBX3","Y-box-binding protein 3",0.0552567726523101,0.610516701816929,"male","type_2"
"9723","GNAI2","Guanine nucleotide-binding protein G(i) subunit alpha-2",0.0551157103476623,0.53500476785905,"male","type_2"
"9724","LNPK","Endoplasmic reticulum junction formation protein lunapark",0.0547456270732258,0.586319695252477,"male","type_2"
"9725","B3GLCT","Beta-1,3-glucosyltransferase",0.0541932250331936,0.638244342996143,"male","type_2"
"9726","UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial",0.0541509344329185,0.534626833883864,"male","type_2"
"9727","NDUFA1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1",0.0541418440252901,0.58218039566983,"male","type_2"
"9728","TBCC","Tubulin-specific chaperone C",0.0540356619693245,0.560206245939158,"male","type_2"
"9729","HYI","Putative hydroxypyruvate isomerase",0.0536151872067343,0.628029656847409,"male","type_2"
"9730","ECHS1","Enoyl-CoA hydratase, mitochondrial",0.0533713263858147,0.601144623526857,"male","type_2"
"9731","RANBP1","Ran-specific GTPase-activating protein",0.0533020554675065,0.582494432319417,"male","type_2"
"9732","GNB1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1",0.0532779477141041,0.527498204709558,"male","type_2"
"9733","PABPC4","Polyadenylate-binding protein 4",0.0532626657633433,0.552532100179975,"male","type_2"
"9734","RPL19","60S ribosomal protein L19",0.0531220949369029,0.664557630106696,"male","type_2"
"9735","LAMTOR3","Ragulator complex protein LAMTOR3",0.0528463763968876,0.583676716370343,"male","type_2"
"9736","TBCE","Tubulin-specific chaperone E",0.0527685946286134,0.582944789046189,"male","type_2"
"9737","NAA10","N-alpha-acetyltransferase 10",0.052743646002904,0.612491439731868,"male","type_2"
"9738","SUMO2","Small ubiquitin-related modifier 2",0.0521206687543216,0.618613806220684,"male","type_2"
"9739","LMLN","Leishmanolysin-like peptidase",0.0521187843808892,0.610506844199908,"male","type_2"
"9740","GSPT2","Eukaryotic peptide chain release factor GTP-binding subunit ERF3B",0.052092971882395,0.634328666435402,"male","type_2"
"9741","BCL2L13","Bcl-2-like protein 13",0.0520870369063111,0.523469518598123,"male","type_2"
"9742","CHCHD2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",0.052040900224803,0.615693014092923,"male","type_2"
"9743","ADPRH","ADP-ribosylhydrolase ARH1",0.0519911818217604,0.577955132422987,"male","type_2"
"9744","PSMD14","26S proteasome non-ATPase regulatory subunit 14",0.0517539237278477,0.58787826152705,"male","type_2"
"9745","ATPAF1","ATP synthase mitochondrial F1 complex assembly factor 1",0.051733018538469,0.623539085683881,"male","type_2"
"9746","PRKDC","DNA-dependent protein kinase catalytic subunit",0.0516311257445654,0.500610028877999,"male","type_2"
"9747","SNTA1","Alpha-1-syntrophin",0.0513615574997637,0.535486917149593,"male","type_2"
"9748","KRT9","Keratin, type I cytoskeletal 9",0.0511814461980968,0.686050622672429,"male","type_2"
"9749","CST3","Cystatin-C",0.0510499610798973,0.633265693586544,"male","type_2"
"9750","DERA","Deoxyribose-phosphate aldolase",0.0510362231448411,0.555957840422613,"male","type_2"
"9751","PACSIN2","Protein kinase C and casein kinase substrate in neurons protein 2",0.0510291956170033,0.536943095716178,"male","type_2"
"9752","CAMK2G","Calcium/calmodulin-dependent protein kinase type II subunit gamma",0.0508826634581894,0.573182892727049,"male","type_2"
"9753","UGDH","UDP-glucose 6-dehydrogenase",0.0507846144029642,0.606001112239048,"male","type_2"
"9754","EIF2A","Eukaryotic translation initiation factor 2A",0.0507302821243059,0.620855215302958,"male","type_2"
"9755","SFXN1","Sideroflexin-1",0.0505583113100716,0.641550660549578,"male","type_2"
"9756","HSD17B4","Peroxisomal multifunctional enzyme type 2",0.0504832139882136,0.560940589258006,"male","type_2"
"9757","ARF6","ADP-ribosylation factor 6",0.0504802158058464,0.576750846446662,"male","type_2"
"9758","DDX19A","ATP-dependent RNA helicase DDX19A",0.0500382768189453,0.606615633538038,"male","type_2"
"9759","NAP1L1","Nucleosome assembly protein 1-like 1",0.050006033933089,0.587902715936998,"male","type_2"
"9760","NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0.0499776519584323,0.502873704994374,"male","type_2"
"9761","DENR","Density-regulated protein",0.0498764404819969,0.613924022470914,"male","type_2"
"9762","SEC24C","Protein transport protein Sec24C",0.0498363326112052,0.589992640799487,"male","type_2"
"9763","JAGN1","Protein jagunal homolog 1",0.0496999271417842,0.626727949405648,"male","type_2"
"9764","RPL22","60S ribosomal protein L22",0.0496373063225679,0.586319695252477,"male","type_2"
"9765","RPS12","40S ribosomal protein S12",0.0496288509699543,0.556998866292715,"male","type_2"
"9766","LDB3","LIM domain-binding protein 3",0.0492297306730407,0.543883252287159,"male","type_2"
"9767","LARP1","La-related protein 1",0.0491541229443957,0.643407902133149,"male","type_2"
"9768","MYG1","MYG1 exonuclease",0.0491265945205317,0.582494432319417,"male","type_2"
"9769","RPS8","40S ribosomal protein S8",0.0490195930327602,0.611668010809023,"male","type_2"
"9770","NIPSNAP3B","Protein NipSnap homolog 3B",0.048981753399552,0.666409282695735,"male","type_2"
"9771","TPRKB","EKC/KEOPS complex subunit TPRKB",0.0488990602911326,0.629884051115791,"male","type_2"
"9772","AIMP2","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2",0.0486841420603312,0.552497764787116,"male","type_2"
"9773","GCN1","eIF-2-alpha kinase activator GCN1",0.0485110267754649,0.599755582021094,"male","type_2"
"9774","CLYBL","Citramalyl-CoA lyase, mitochondrial",0.0484770426198189,0.650479015827021,"male","type_2"
"9775","CAPN3","Calpain-3",0.0484436692681864,0.535486917149593,"male","type_2"
"9776","CARS2","Probable cysteine--tRNA ligase, mitochondrial",0.0484102319902142,0.606974859373239,"male","type_2"
"9777","MPP1","55 kDa erythrocyte membrane protein",0.0483686781597452,0.587777171954266,"male","type_2"
"9778","DUSP13","Dual specificity protein phosphatase 13 isoform A",0.0483352481531671,0.62251279440239,"male","type_2"
"9779","DUSP13","Dual specificity protein phosphatase 13 isoform B",0.0483352481531671,0.62251279440239,"male","type_2"
"9780","EFHD1","EF-hand domain-containing protein D1",0.0482496245490065,0.669836403006466,"male","type_2"
"9781","MAGT1","Magnesium transporter protein 1",0.0482099837605947,0.649356701402543,"male","type_2"
"9782","VARS1","Valine--tRNA ligase",0.0481892826583348,0.599755582021094,"male","type_2"
"9783","ECHDC1","Ethylmalonyl-CoA decarboxylase",0.0481219666137136,0.582494432319417,"male","type_2"
"9784","PGLS","6-phosphogluconolactonase",0.0479605551304303,0.526160044406941,"male","type_2"
"9785","MPDZ","Multiple PDZ domain protein",0.0477782445298072,0.690068326603335,"male","type_2"
"9786","PERM1","PGC-1 and ERR-induced regulator in muscle protein 1",0.0476434161840835,0.599755582021094,"male","type_2"
"9787","HERC4","Probable E3 ubiquitin-protein ligase HERC4",0.047560047896626,0.581380682225342,"male","type_2"
"9788","PGLYRP2","N-acetylmuramoyl-L-alanine amidase",0.0472880815276415,0.646319331890926,"male","type_2"
"9789","MAOA","Amine oxidase [flavin-containing] A",0.047222186550659,0.675422718516318,"male","type_2"
"9790","ATP5PD","ATP synthase subunit d, mitochondrial",0.0471217212060999,0.54022084590657,"male","type_2"
"9791","IMMT","MICOS complex subunit MIC60",0.0470505813248572,0.542547473447557,"male","type_2"
"9792","ISCU","Iron-sulfur cluster assembly enzyme ISCU",0.0469253507700369,0.677743503071261,"male","type_2"
"9793","NDUFB3","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3",0.0468666404044811,0.623539085683881,"male","type_2"
"9794","GOT2","Aspartate aminotransferase, mitochondrial",0.0467276347987031,0.571425062346765,"male","type_2"
"9795","HNRNPH2","Heterogeneous nuclear ribonucleoprotein H2",0.0466384250754714,0.6279113622861,"male","type_2"
"9796","RPL7A","60S ribosomal protein L7a",0.0459837909635876,0.610506844199908,"male","type_2"
"9797","MLYCD","Malonyl-CoA decarboxylase, mitochondrial",0.0457126445868195,0.610516701816929,"male","type_2"
"9798","SRSF7","Serine/arginine-rich splicing factor 7",0.0456009207588757,0.642350064315524,"male","type_2"
"9799","SARS1","Serine--tRNA ligase, cytoplasmic",0.0455665917316299,0.541574890929313,"male","type_2"
"9800","FUS","RNA-binding protein FUS",0.0454328830233628,0.647664033438546,"male","type_2"
"9801","RAB10","Ras-related protein Rab-10",0.0454276873068711,0.547423366031362,"male","type_2"
"9802","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",0.0451607203248514,0.678199004041826,"male","type_2"
"9803","DDX19B","ATP-dependent RNA helicase DDX19B",0.0450056815637083,0.501701389495521,"male","type_2"
"9804","EIF2S3","Eukaryotic translation initiation factor 2 subunit 3",0.0450029896293493,0.569987740017392,"male","type_2"
"9805","EIF3B","Eukaryotic translation initiation factor 3 subunit B",0.0448356492891406,0.58787826152705,"male","type_2"
"9806","SRI","Sorcin",0.0447278525368695,0.599755582021094,"male","type_2"
"9807","ASPN","Asporin",0.0445363095489792,0.675766394897381,"male","type_2"
"9808","G3BP2","Ras GTPase-activating protein-binding protein 2",0.04449977110467,0.527342872507105,"male","type_2"
"9809","IDE","Insulin-degrading enzyme",0.0444775266218898,0.614507408137861,"male","type_2"
"9810","ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.0442945203914533,0.622414367279641,"male","type_2"
"9811","EIF3J","Eukaryotic translation initiation factor 3 subunit J",0.0442659246458401,0.569987740017392,"male","type_2"
"9812","FAM114A1","Protein NOXP20",0.0441517800056843,0.684240820339395,"male","type_2"
"9813","PRRC2A","Protein PRRC2A",0.0441374186712693,0.680528470011095,"male","type_2"
"9814","POLR1B","DNA-directed RNA polymerase I subunit RPA2",0.0441113697938498,0.629977687371025,"male","type_2"
"9815","RAB9A","Ras-related protein Rab-9A",0.0439823087988778,0.634328666435402,"male","type_2"
"9816","CORO1B","Coronin-1B",0.043743358946184,0.627138611401755,"male","type_2"
"9817","SCRIB","Protein scribble homolog",0.0436037546671599,0.673175448669403,"male","type_2"
"9818","USP13","Ubiquitin carboxyl-terminal hydrolase 13",0.043559017795527,0.65648141752999,"male","type_2"
"9819","ATXN10","Ataxin-10",0.0434816407281353,0.619712929928337,"male","type_2"
"9820","FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5",0.043480005335903,0.629884051115791,"male","type_2"
"9821","RABGGTA","Geranylgeranyl transferase type-2 subunit alpha",0.0433357185550687,0.53827848901952,"male","type_2"
"9822","IGBP1","Immunoglobulin-binding protein 1",0.0432521721941725,0.587073141756973,"male","type_2"
"9823","COL15A1","Collagen alpha-1(XV) chain",0.0432412830922608,0.599755582021094,"male","type_2"
"9824","DDX17","Probable ATP-dependent RNA helicase DDX17",0.0432162640618152,0.593547779090841,"male","type_2"
"9825","MAOB","Amine oxidase [flavin-containing] B",0.043147537145412,0.606001112239048,"male","type_2"
"9826","LRRFIP2","Leucine-rich repeat flightless-interacting protein 2",0.0430606993076132,0.633715808085493,"male","type_2"
"9827","CNST","Consortin",0.0429688033211271,0.650329248891401,"male","type_2"
"9828","GALE","UDP-glucose 4-epimerase",0.0428780477867221,0.647464069886551,"male","type_2"
"9829","VASP","Vasodilator-stimulated phosphoprotein",0.0426385561843361,0.650391970879092,"male","type_2"
"9830","IARS1","Isoleucine--tRNA ligase, cytoplasmic",0.0423905301641394,0.599755582021094,"male","type_2"
"9831","PITHD1","PITH domain-containing protein 1",0.0422046738632247,0.663062358565633,"male","type_2"
"9832","CTF1","Cardiotrophin-1",0.042052980323847,0.656448455905951,"male","type_2"
"9833","PICALM","Phosphatidylinositol-binding clathrin assembly protein",0.0420257463403431,0.636952398397216,"male","type_2"
"9834","MOB4","MOB-like protein phocein",0.0419574002960523,0.649356701402543,"male","type_2"
"9835","UQCRC1","Cytochrome b-c1 complex subunit 1, mitochondrial",0.0415554287398692,0.559309448173995,"male","type_2"
"9836","KPNA3","Importin subunit alpha-4",0.0415020526420378,0.593547779090841,"male","type_2"
"9837","CD36","Platelet glycoprotein 4",0.0414884004213842,0.611733679969794,"male","type_2"
"9838","PPM1A","Protein phosphatase 1A",0.0414785947303589,0.537793971670135,"male","type_2"
"9839","UBA6","Ubiquitin-like modifier-activating enzyme 6",0.0414433929881124,0.626463976796051,"male","type_2"
"9840","CCDC134","Coiled-coil domain-containing protein 134",0.0411986596275913,0.64396663986797,"male","type_2"
"9841","OSBPL1A","Oxysterol-binding protein-related protein 1",0.0411567396798311,0.557382816088483,"male","type_2"
"9842","NSF","Vesicle-fusing ATPase",0.0411102983740594,0.626129337050455,"male","type_2"
"9843","UQCRH","Cytochrome b-c1 complex subunit 6, mitochondrial",0.0409469814992143,0.556122195032993,"male","type_2"
"9844","PFN1","Profilin-1",0.0407888236913685,0.58218039566983,"male","type_2"
"9845","CSNK2B","Casein kinase II subunit beta",0.0406901809048303,0.59707039788358,"male","type_2"
"9846","ERO1A","ERO1-like protein alpha",0.0406848836869642,0.58790900602012,"male","type_2"
"9847","DCAF8","DDB1- and CUL4-associated factor 8",0.0405203602184745,0.581473341643379,"male","type_2"
"9848","ABCF1","ATP-binding cassette sub-family F member 1",0.0403201996085336,0.589992640799487,"male","type_2"
"9849","NDUFV2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",0.0403188754452444,0.606001112239048,"male","type_2"
"9850","FLOT2","Flotillin-2",0.0402933153809286,0.599755582021094,"male","type_2"
"9851","NDUFA8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",0.040269023910497,0.599755582021094,"male","type_2"
"9852","AP2S1","AP-2 complex subunit sigma",0.0402433780394134,0.654419037254244,"male","type_2"
"9853","NFU1","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",0.0401855091950818,0.606001112239048,"male","type_2"
"9854","NDUFB10","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10",0.0401614835586201,0.589992640799487,"male","type_2"
"9855","VPS35","Vacuolar protein sorting-associated protein 35",0.0400994071643126,0.569183754751911,"male","type_2"
"9856","ATP5F1B","ATP synthase subunit beta, mitochondrial",0.0397455190234268,0.590084482514412,"male","type_2"
"9857","TIMM21","Mitochondrial import inner membrane translocase subunit Tim21",0.0394638307451043,0.620962541008458,"male","type_2"
"9858","SGTA","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",0.0393038905908778,0.622146925410175,"male","type_2"
"9859","NDRG2","Protein NDRG2",0.03918779627978,0.614005907133986,"male","type_2"
"9860","UBE3C","Ubiquitin-protein ligase E3C",0.0390942640065983,0.673175448669403,"male","type_2"
"9861","DMAC2L","ATP synthase subunit s, mitochondrial",0.0390648276087724,0.582494432319417,"male","type_2"
"9862","TBC1D15","TBC1 domain family member 15",0.0385940684897417,0.614175952352957,"male","type_2"
"9863","COQ5","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",0.0383388734439336,0.599768666383319,"male","type_2"
"9864","YWHAH","14-3-3 protein eta",0.0380181889866407,0.613256512619578,"male","type_2"
"9865","LYPLA1","Acyl-protein thioesterase 1",0.0379750973276209,0.590895923991233,"male","type_2"
"9866","BNIP1","Vesicle transport protein SEC20",0.0379002036158198,0.659906132379699,"male","type_2"
"9867","ARPC1A","Actin-related protein 2/3 complex subunit 1A",0.0377431391641316,0.658963663273209,"male","type_2"
"9868","GATD1","Glutamine amidotransferase-like class 1 domain-containing protein 1",0.0376872716281031,0.641081092650754,"male","type_2"
"9869","DAD1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",0.037552750905558,0.659906132379699,"male","type_2"
"9870","UQCRB","Cytochrome b-c1 complex subunit 7",0.0375522964113699,0.596092923454257,"male","type_2"
"9871","HSPH1","Heat shock protein 105 kDa",0.0374211970801639,0.643319821447334,"male","type_2"
"9872","NDUFAF5","Arginine-hydroxylase NDUFAF5, mitochondrial",0.0374165290545125,0.613057775662446,"male","type_2"
"9873","JPT1","Jupiter microtubule associated homolog 1",0.0373026940816619,0.629591833855855,"male","type_2"
"9874","CPT2","Carnitine O-palmitoyltransferase 2, mitochondrial",0.0372713646085714,0.606001112239048,"male","type_2"
"9875","ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0.0372250516742678,0.629167091081703,"male","type_2"
"9876","UROD","Uroporphyrinogen decarboxylase",0.0370395714148284,0.606974859373239,"male","type_2"
